Rating,Corporation,Year,Default Probability
A,CVS HEALTH CORPORATION,2014,0.355725408930602
AA+,CVS HEALTH CORPORATION,2014,0.377611405386855
A+,CVS HEALTH CORPORATION,2014,0.385319917235889
A+,CVS HEALTH CORPORATION,2014,0.372530051523050
BBB+,CVS Health,2014,0.000087471437216
BBB+,CVS Health Corporation,2014,0.000276616663177
A,Cabot Corp.,2014,0.000048999327763
CCC+,"Caesars Entertainment Operating Company, Inc.",2014,0.000007736224740
CCC,"Caesars Entertainment Operating Company, Inc.",2014,0.000004713145355
CCC,"Caesars Entertainment Operating Company, Inc.",2014,0.000007853487740
CCC+,"Caesars Entertainment Operating Company, Inc.",2014,0.000004845102981
CCC,"Caesars Entertainment Operating Company, Inc.",2014,0.000004286266940
CCC+,Caesars Entertainment Resort Properties Finance Inc.,2014,0.000050194086736
CCC+,Caesars Entertainment Resort Properties Finance Inc.,2014,0.000051824388395
A-,California Water Service Co.,2014,0.318334709347762
B+,Calumet Specialty Products Partners LP,2014,0.000060727148416
B+,Calumet Specialty Products Partners LP,2014,0.000055199813124
A,Cameco Corp.,2014,0.000054648406850
BBB+,Cameco Corp.,2014,0.000059218371557
A-,Campbell Soup Company,2014,0.000012360614865
A-,Canadian National Railway Company,2014,0.000089195372011
A,Canadian National Railway Company,2014,0.000105943788972
A,Canadian National Railway Company,2014,0.000085269446419
BBB+,Canadian Natural Resources Limited,2014,0.000016876439348
BBB+,Canadian Natural Resources Limited,2014,0.000017469387571
BBB+,Canadian Natural Resources Limited,2014,0.000015026104011
A,Cardinal Health Inc.,2014,0.000153548770178
A,Cardinal Health Inc.,2014,0.000093135930143
BBB,"Cardinal Health, Inc.",2014,0.000017430052396
BBB,Carpenter Technology Corp.,2014,0.000082945515381
A,Caterpillar Inc.,2014,0.047260249579731
A,Caterpillar Inc.,2014,0.075582687689460
A,Caterpillar Inc.,2014,0.379959718272930
B+,"Cedar Fair, L.P.",2014,0.000035720049601
BB+,Cementos Pacasmayo S.A.A.,2014,0.000037864388620
BBB+,Cenovus Energy Inc.,2014,0.000032104147714
BBB+,Cenovus Energy Inc.,2014,0.000041063711653
BBB,Cenovus Energy Inc.,2014,0.000002966766381
BB,Centene Corporation,2014,0.000009675828359
CCC+,Central Garden & Pet Co.,2014,0.000131933778119
B-,Central Garden & Pet Co.,2014,0.000174778221200
B+,Century Aluminum Co.,2014,0.000027324002062
BB-,Century Aluminum Co.,2014,0.000027566271101
B,Charter Communications Inc.,2014,0.000018976722925
B+,Charter Communications Inc.,2014,0.000022524094487
BB+,"Charter Communications Operating, LLC",2014,0.000002156583413
BBB-,"Charter Communications Operating, LLC",2014,0.000004775834901
B+,"Charter Communications, Inc.",2014,0.000002288506477
BB,Chesapeake Energy Corp.,2014,0.000002475141306
BB+,Chesapeake Energy Corporation,2014,0.000006157772458
AAA,Chevron Corporation,2014,0.686647716186264
AA+,Chevron Corporation,2014,0.964776733913228
BBB,China State Construction Int'l Holdings Ltd,2014,0.000018707350424
BBB,China State Construction International Holdings Limited,2014,0.000009775528988
BB,Churchill Downs Inc.,2014,0.000030972016825
A+,"Cisco Systems, Inc.",2014,0.000376263517682
BB,Clearwater Paper Corporation,2014,0.000012651552763
BB+,Cleveland-Cliffs Inc.,2014,0.000009147342243
BB,Cleveland-Cliffs Inc.,2014,0.000010005245235
B+,Cleveland-Cliffs Inc.,2014,0.000008820936401
BBB+,Coca-Cola European Partners US LLC,2014,0.000005145634591
BBB,"Coca-cola European Partners US, LLC",2014,0.000061359428739
CCC+,"Coeur Mining, Inc.",2014,0.000005508524001
CCC+,"Coeur Mining, Inc.",2014,0.000004518256952
B-,"Coeur Mining, Inc.",2014,0.000005458716847
CCC+,"Cogent Communications Finance, Inc.",2014,0.000009750891353
A-,Comcast Corp.,2014,0.000057374284202
A,Comcast Corp.,2014,0.000048764297474
A-,Comcast Corporation,2014,0.000005706452518
A-,Comcast Corporation,2014,0.000004811125482
B-,Commercial Vehicle Group Inc.,2014,0.000060977402028
B-,Community Health Systems Inc.,2014,0.000144002691469
BB+,Companhia de Saneamento Basico do Estado de Sao Paulo,2014,0.000054840340938
BB+,Companhia de Saneamento Basico do Estado de Sao Paulo,2014,0.000066588473112
A,Compass Group PLC,2014,0.000165599573778
A,Compass Group PLC,2014,0.000149841696667
A,Compass Group PLC,2014,0.000140509216050
BBB+,Compass Group PLC,2014,0.000010424002700
BBB+,Compass Group PLC,2014,0.000008719524968
BB+,Compass Minerals International Inc.,2014,0.000027184196113
B-,Comstock Resources Inc.,2014,0.000003533654189
B-,"Comstock Resources, Inc.",2014,0.000000904885646
A+,ConocoPhillips Company,2014,0.000237626940248
B-,Consolidated Communications Finance II Co.,2014,0.000004264458494
B-,Consolidated Communications Inc.,2014,0.000044192213777
BB+,Constellation Brands Inc.,2014,0.000062103404957
BB+,Constellation Brands Inc.,2014,0.000057624272671
BB+,"Constellation Brands, Inc.",2014,0.000008138088714
B,Container Store Inc. (The),2014,0.000255695846534
BB+,"Controladora Mabe, S.A. de C.V.",2014,0.000220721456445
BBB-,"Cooper Companies, Inc. (The)",2014,0.000204424366781
BBB+,Corning Inc.,2014,0.000033885634292
A+,Costco Wholesale Corporation,2014,0.002211228450641
BB,"Crown Holdings, Inc.",2014,0.000004470644182
A+,Cummins Inc.,2014,0.335473143068267
A,"Cummins, Inc.",2014,0.000416133417995
BB,"D. R. Horton, Inc.",2014,0.000015742089216
BB+,"D. R. Horton, Inc.",2014,0.000015747928030
BBB,"D.R. HORTON, INC",2014,0.000155279003469
BBB,"D.R. HORTON, INC",2014,0.000132869172913
BBB+,"D.R. HORTON, INC",2014,0.000157710383772
BBB,"D.R. HORTON, INC",2014,0.000202369198812
BB,D.R. Horton Inc.,2014,0.000201890007752
BB+,"D.R. Horton, Inc.",2014,0.000027155601443
BBB+,DANA INCORPORATED,2014,0.000082716803436
BBB+,DANA INCORPORATED,2014,0.000089913507150
BBB+,DANA INCORPORATED,2014,0.000093071601322
BBB+,DANA INCORPORATED,2014,0.000091980796340
AA-,DANAHER CORPORATION,2014,0.629207845808292
AA-,DANAHER CORPORATION,2014,0.648173218705260
AA,DANAHER CORPORATION,2014,0.653943353983243
AA-,DANAHER CORPORATION,2014,0.664475464240130
BB,"DARDEN RESTAURANTS, INC",2014,0.000017219604434
BB,"DARDEN RESTAURANTS, INC",2014,0.000019989256183
BB,"DARDEN RESTAURANTS, INC",2014,0.000028734729517
BB,"DARDEN RESTAURANTS, INC",2014,0.000033117402047
BB,DAVITA INC.,2014,0.000049588104609
BB,DAVITA INC.,2014,0.000063635676448
BB+,DAVITA INC.,2014,0.000063510705694
BB+,DAVITA INC.,2014,0.000050265622414
A-,"DELTA AIR LINES, INC",2014,0.399881638190855
BBB,"DELTA AIR LINES, INC",2014,0.362802643743230
BBB+,"DELTA AIR LINES, INC",2014,0.395416488980686
AA-,"DELTA AIR LINES, INC",2014,0.385998937536157
BBB-,DELUXE CORPORATION,2014,0.000117128807780
BBB-,DELUXE CORPORATION,2014,0.000127646902068
BBB,DELUXE CORPORATION,2014,0.000154500616993
BBB-,DELUXE CORPORATION,2014,0.000152691845392
A,DEVON ENERGY CORPORATION,2014,0.000144727693436
A,DEVON ENERGY CORPORATION,2014,0.000124592088219
A,DEVON ENERGY CORPORATION,2014,0.000165565906286
A-,DEVON ENERGY CORPORATION,2014,0.000158911702381
BBB+,DEVON ENERGY CORPORATION,2014,0.000121101193808
A,DIAGEO PLC,2014,0.000085809050010
A,DIAGEO PLC,2014,0.000099504857933
A,DIAGEO PLC,2014,0.000088972068402
A+,DOVER CORPORATION,2014,0.000258294362630
A+,DOVER CORPORATION,2014,0.000245495976541
A+,DOVER CORPORATION,2014,0.000261002027787
A+,DOVER CORPORATION,2014,0.000277486780200
A+,DOVER CORPORATION,2014,0.000276945647291
A-,DTE ENERGY COMPANY,2014,0.388578932277341
A+,DTE ENERGY COMPANY,2014,0.381032324916287
A-,DTE ENERGY COMPANY,2014,0.379846561043207
A+,DTE ENERGY COMPANY,2014,0.391941694850453
A-,DTE Energy Center LLC,2014,0.000154160730083
A,DTE Energy Co.,2014,0.000180278657490
A-,DTE Energy Company,2014,0.000047000238750
A-,DTE Energy Company,2014,0.000035553291138
A-,DTE Energy Company,2014,0.000040823862605
A-,DUKE ENERGY CORPORATION,2014,0.409169049808229
A-,DUKE ENERGY CORPORATION,2014,0.406450050913384
AA-,DUKE ENERGY CORPORATION,2014,0.428638097978710
AA-,DUKE ENERGY CORPORATION,2014,0.444985676762247
B+,DaVita Inc.,2014,0.000008157229265
B+,DaVita Inc.,2014,0.000008734970710
BB+,Dana Incorporated,2014,0.000061856658658
BBB,Darden Restaurants Inc.,2014,0.000052363800495
BBB,Darden Restaurants Inc.,2014,0.000071849671400
BB+,"Darden Restaurants, Inc.",2014,0.000004387817204
BBB-,"Delta Air Lines, Inc.",2014,0.000038409137617
BBB+,Devon Energy Corp.,2014,0.000207060535348
BBB+,Devon Energy Corp.,2014,0.000174540127456
BBB+,Devon Energy Corp.,2014,0.000149045189984
A-,Diageo PLC,2014,0.000127931607379
B-,"Diamondback Energy, Inc.",2014,0.000011487042936
BB-,Douglas Dynamics LLC,2014,0.000034840470377
AA,Dover Corp.,2014,0.496436780334762
A-,Duke Energy Corporation,2014,0.000084299061343
A-,Duke Energy Corporation,2014,0.000068087311258
A-,Duke Energy Corporation,2014,0.000061949861799
BBB,EASTMAN CHEMICAL COMPANY,2014,0.000042920909389
BBB,EASTMAN CHEMICAL COMPANY,2014,0.000044544816691
BBB,EASTMAN CHEMICAL COMPANY,2014,0.000040817589385
BBB,EASTMAN CHEMICAL COMPANY,2014,0.000043709341376
BBB,EASTMAN CHEMICAL COMPANY,2014,0.000045245235918
A+,EBAY INC.,2014,0.223725908495593
A+,EBAY INC.,2014,0.199303729882885
AA-,EBAY INC.,2014,0.223676287075384
AA-,EBAY INC.,2014,0.222507450259200
AA-,EBAY INC.,2014,0.241589527532748
A,EBAY INC.,2014,0.225255635676911
A,EBAY INC.,2014,0.230283360052787
BBB,ECOLAB INC.,2014,0.000075010169828
BBB,ECOLAB INC.,2014,0.000080324455995
BBB,ECOLAB INC.,2014,0.000087312500324
BBB,ECOLAB INC.,2014,0.000090379677943
BBB,ECOLAB INC.,2014,0.000076585003664
BBB,ECOLAB INC.,2014,0.000072597501559
A,EDISON INTERNATIONAL,2014,0.126989038361969
A,EDISON INTERNATIONAL,2014,0.105719733141395
A,EDISON INTERNATIONAL,2014,0.111771521817786
A+,EDISON INTERNATIONAL,2014,0.106424601559060
D,EDISON MISSION ENERGY,2014,0.000057423842480
AA-,ELI LILLY AND COMPANY,2014,0.445689598470685
AA-,ELI LILLY AND COMPANY,2014,0.438385062075826
AA-,ELI LILLY AND COMPANY,2014,0.452886503597073
A+,ELI LILLY AND COMPANY,2014,0.457337323648055
A+,ELI LILLY AND COMPANY,2014,0.444688344568215
BB+,"EMCOR Group, Inc.",2014,0.000008689494127
A+,EMERSON ELECTRIC CO.,2014,0.000249178802791
A+,EMERSON ELECTRIC CO.,2014,0.000209120510841
A+,EMERSON ELECTRIC CO.,2014,0.000243405577008
A+,EMERSON ELECTRIC CO.,2014,0.000182549247946
BBB+,ENERGIZER HOLDINGS INC,2014,0.000075361344912
BBB,ENERGIZER HOLDINGS INC,2014,0.000095791211571
BBB,ENERGIZER HOLDINGS INC,2014,0.000093263442956
BBB,ENERGIZER HOLDINGS INC,2014,0.000081169273111
BB,"ENPRO INDUSTRIES, INC.",2014,0.000028293486249
A,ENTERGY CORPORATION,2014,0.000144554091742
A,ENTERGY CORPORATION,2014,0.000149691468137
A,ENTERGY CORPORATION,2014,0.000137195814602
A,ENTERGY CORPORATION,2014,0.000134457147343
A-,ENTERPRISE PRODUCTS PARTNERS,2014,0.000044672976315
A-,ENTERPRISE PRODUCTS PARTNERS,2014,0.000044388856818
A,ENTERPRISE PRODUCTS PARTNERS,2014,0.000040622269873
A,ENTERPRISE PRODUCTS PARTNERS,2014,0.000037908665638
A+,"EOG RESOURCES, INC",2014,0.000178220590299
A+,"EOG RESOURCES, INC",2014,0.000146361937413
A+,"EOG RESOURCES, INC",2014,0.000180241907663
A+,"EOG RESOURCES, INC",2014,0.000143546737830
A+,"EOG RESOURCES, INC",2014,0.000170966240560
A-,EOG Resources Inc.,2014,0.000228360702126
A-,EOG Resources Inc.,2014,0.000240376898639
A-,EOG Resources Inc.,2014,0.000253684568669
A-,"EOG Resources, Inc.",2014,0.000048151615445
BBB+,EQT CORPORATION,2014,0.000258007319896
BBB+,EQT CORPORATION,2014,0.000264455941662
BBB+,EQT CORPORATION,2014,0.000316900316043
BBB+,EQT CORPORATION,2014,0.000310140227847
BBB,EQT CORPORATION,2014,0.000261498676192
BBB,EQT Corporation,2014,0.000339205378971
A,EQUIFAX INC,2014,0.000077212314128
A,EQUIFAX INC,2014,0.000073191870626
A,EQUIFAX INC,2014,0.000091232570426
A,EQUIFAX INC,2014,0.000093763010760
B+,"EQUINIX, INC.",2014,0.000032788276247
B+,"EQUINIX, INC.",2014,0.000034948822077
B,"EQUINIX, INC.",2014,0.000028966370601
B,"EQUINIX, INC.",2014,0.000028348476708
A+,EXELON CORPORATION,2014,0.000106984072881
BBB+,EXELON CORPORATION,2014,0.000113292835266
BBB+,EXELON CORPORATION,2014,0.000103605742802
BBB+,EXELON CORPORATION,2014,0.000092877104197
BBB+,EXELON CORPORATION,2014,0.000094175540551
BBB+,EXELON CORPORATION,2014,0.000108781107679
A-,"EXPEDIA, INC.",2014,0.000084873390292
A-,"EXPEDIA, INC.",2014,0.000073174659571
A-,"EXPEDIA, INC.",2014,0.000081594478028
AA+,EXXON MOBIL CORPORATION,2014,0.998799204555173
AA+,EXXON MOBIL CORPORATION,2014,0.998848270010508
AA+,EXXON MOBIL CORPORATION,2014,0.998922750058032
AA+,EXXON MOBIL CORPORATION,2014,0.998905054838989
AA+,EXXON MOBIL CORPORATION,2014,0.998880025973511
BBB,Eastman Chemical Co.,2014,0.000059053838228
BBB,Eastman Chemical Co.,2014,0.000065201816162
BBB,Eastman Chemical Company,2014,0.000006825554111
BBB,Eastman Chemical Company,2014,0.000007209425716
BBB-,Edgewell Personal Care,2014,0.000095312075506
BBB-,Edgewell Personal Care,2014,0.000115067283360
BBB-,Edgewell Personal Care,2014,0.000113426658220
A-,Edison International,2014,0.000041708027329
BBB,Edison International,2014,0.000537842315209
BBB+,Edison International,2014,0.000022705379434
BB,Eldorado Gold Corp.,2014,0.000015872681198
AAA,Eli Lilly & Co.,2014,0.595701640486405
A,Emerson Electric Co.,2014,0.301992427323074
BB-,"EnPro Industries, Inc.",2014,0.000032821792520
BBB+,Enbridge Inc.,2014,0.000002961157158
BBB+,Enbridge Inc.,2014,0.000003493302856
BBB+,Enbridge Inc.,2014,0.000002778443038
A-,Enbridge Inc.,2014,0.000042040834243
B+,Endo International PLC,2014,0.000129676661542
B+,Endo International PLC,2014,0.000146824632868
BB+,EnerSys,2014,0.000062257471457
A-,Entergy Corp,2014,0.000231463456295
BBB+,Enterprise Products Operating LLC,2014,0.000047152963654
BBB+,Enterprise Products Operating LLC,2014,0.000043878942168
BBB+,"Enterprise Products Operating, LLC",2014,0.000004949634230
BBB+,"Enterprise Products Operating, LLC",2014,0.000004859407245
BB-,Entravision Communications Corp.,2014,0.000040152565204
BB-,Entravision Communications Corp.,2014,0.000037940048333
BBB,Equifax Inc.,2014,0.000113861207524
BB,Equinix Inc.,2014,0.000046039162088
BBB,Exelon Corp.,2014,0.000126572641565
BBB-,Exelon Corp.,2014,0.000113453674742
BBB,Exelon Corporation,2014,0.000018053002431
B+,Express LLC,2014,0.000017852725637
AAA,Exxon Mobil Corp.,2014,0.088193298517178
AAA,Exxon Mobil Corporation,2014,0.000318156496505
A+,FEDEX CORPORATION,2014,0.668927827108458
AA-,FEDEX CORPORATION,2014,0.678272566124687
AA+,FEDEX CORPORATION,2014,0.657952950067748
AA-,FEDEX CORPORATION,2014,0.670673396719652
B-,FERRO CORPORATION,2014,0.000043414443418
B,FERRO CORPORATION,2014,0.000049297780329
B+,FERRO CORPORATION,2014,0.000039860755072
B+,FERRO CORPORATION,2014,0.000043016335019
B+,FERRO CORPORATION,2014,0.000039700734834
A,"FISERV, INC.",2014,0.000078709125671
A,"FISERV, INC.",2014,0.000087020839886
A,"FISERV, INC.",2014,0.000088564899046
A,"FISERV, INC.",2014,0.000077080080165
A,"FISERV, INC.",2014,0.000077683234069
A-,FLOWSERVE CORPORATION,2014,0.000098597649750
A-,FLOWSERVE CORPORATION,2014,0.000094010150149
A-,FLOWSERVE CORPORATION,2014,0.000113599197269
A-,FLOWSERVE CORPORATION,2014,0.000091124591503
A+,FLUOR CORPORATION,2014,0.000084677133968
A+,FLUOR CORPORATION,2014,0.000093861690336
A+,FLUOR CORPORATION,2014,0.000106096349757
A+,FLUOR CORPORATION,2014,0.000092585150150
A+,FLUOR CORPORATION,2014,0.000101629200322
A+,FLUOR CORPORATION,2014,0.000102627650722
A,FMC CORPORATION,2014,0.000084695546180
A,FMC CORPORATION,2014,0.000083894110048
A,FMC CORPORATION,2014,0.000080275035415
A-,FMC CORPORATION,2014,0.000082153476264
BBB+,FMC CORPORATION,2014,0.000086043926763
A-,FMC Corp.,2014,0.000097520293123
BBB,FMC Corporation,2014,0.000014978071426
A,FMC Technologies Inc.,2014,0.000103794627795
A,"FREEPORT-MCMORAN, INC",2014,0.000054516670048
A,"FREEPORT-MCMORAN, INC",2014,0.000058975459300
A,"FREEPORT-MCMORAN, INC",2014,0.000048278835407
BBB+,"FREEPORT-MCMORAN, INC",2014,0.000054695694052
BBB+,"FREEPORT-MCMORAN, INC",2014,0.000046832552969
BBB+,"FREEPORT-MCMORAN, INC",2014,0.000046860673939
BB-,FTI Consulting Inc.,2014,0.000054711131772
BB-,FTI Consulting Inc.,2014,0.000056963607581
BBB,FedEx Corp.,2014,0.000452420567086
BBB,Fidelity National Information Services Inc.,2014,0.000088282004901
BBB,Fidelity National Information Services Inc.,2014,0.000091812570146
BBB,"Fidelity National Information Services, Inc.",2014,0.000007743588513
BBB,Fiserv Inc.,2014,0.000107883097129
BB+,"FleetCor Technologies Operating Co., LLC",2014,0.000114253023152
BB-,FleetCor Technologies Operating Company LLC,2014,0.000023357705232
BB+,Flex Ltd.,2014,0.000038304484517
BBB-,Flowserve Corp.,2014,0.000164383257262
A-,Fluor Corp.,2014,0.000125259058132
A,Fluor Corp.,2014,0.000124448613164
BB,"Forum Energy Technologies, Inc.",2014,0.000082864493459
BB,Fresenius Medical Care AG & Co. KGaA,2014,0.000006815473457
BB+,Fresenius Medical Care AG & Co. KGaA,2014,0.000086341759334
BBB+,"GAP, INC",2014,0.000109510781691
BBB+,"GAP, INC",2014,0.000138742744507
BBB+,"GAP, INC",2014,0.000118892471197
BBB+,"GAP, INC",2014,0.000133218617095
BB,GENERAL CABLE CORPORATION,2014,0.000102262444635
A-,"GENERAL MILLS, INC",2014,0.000062891907164
A-,"GENERAL MILLS, INC",2014,0.000063709772476
A-,"GENERAL MILLS, INC",2014,0.000052725874369
A-,"GENERAL MILLS, INC",2014,0.000064646697320
A-,"GENERAL MILLS, INC",2014,0.000069957214999
A+,"GILEAD SCIENCES, INC",2014,0.118089711165349
A+,"GILEAD SCIENCES, INC",2014,0.104018301311533
A+,"GILEAD SCIENCES, INC",2014,0.126638397462694
A+,"GILEAD SCIENCES, INC",2014,0.107630443167125
A-,GLAXOSMITHKLINE PLC,2014,0.000341366819901
A-,GLAXOSMITHKLINE PLC,2014,0.000330872309464
A-,GLAXOSMITHKLINE PLC,2014,0.000332716925569
CCC+,Galapagos Holding S.A.,2014,0.000041141682188
CCC+,Galapagos Holding S.A.,2014,0.000003505638316
CCC+,Galapagos Holding S.A.,2014,0.000034968976988
BB+,GameStop Corp.,2014,0.000067738068399
BBB-,Gap Inc. (The),2014,0.000177303228462
B+,General Cable Corp.,2014,0.000147191000766
CCC+,General Cable Corporation,2014,0.000032464503918
BBB+,General Mills Inc.,2014,0.000073071473427
BBB+,"Gilead Sciences, Inc.",2014,0.000012848183624
A-,"Gilead Sciences, Inc.",2014,0.000014075909135
A-,"Gilead Sciences, Inc.",2014,0.000014227452087
BB+,Glatfelter (P.H.) Co.,2014,0.000059534292784
AA,GlaxoSmithKline Capital Inc.,2014,0.639913594353544
A,GlaxoSmithKline Capital Inc.,2014,0.414018249556210
A+,GlaxoSmithKline Capital PLC,2014,0.000025064869951
A+,GlaxoSmithKline Capital PLC,2014,0.000491407105230
A,GlaxoSmithKline Capital Plc,2014,0.000142265045058
A+,GlaxoSmithKline plc,2014,0.000147021688416
AA-,Global One Real Estate Investment Corporation,2014,0.999598613690248
AA-,Global One Real Estate Investment Corporation,2014,0.999556021399244
BB,Global Partners LP,2014,0.000262330000549
B-,"Global Ship Lease, Inc.",2014,0.000004555159715
B-,"Global Ship Lease, Inc.",2014,0.000004749109139
B,"Global Ship Lease, Inc.",2014,0.000061792408725
AA,Google Inc.,2014,0.999200205955411
B-,Great Lakes Dredge & Dock Corp.,2014,0.000033139313172
B,Great Lakes Dredge & Dock Corp.,2014,0.000032348396284
BBB,Great Plains Energy Inc.,2014,0.000121536488245
BBB,Great Plains Energy Incorporated,2014,0.000028616610067
B,Green Plains Inc.,2014,0.000007493532354
BB-,Greif Inc.,2014,0.000071163756593
BB+,Griffon Corp.,2014,0.000095854127093
BB-,Griffon Corp.,2014,0.000091522318376
BB,Group 1 Automotive Inc.,2014,0.000059285674431
BB-,Group 1 Automotive Inc.,2014,0.000065491802820
B-,Gulfport Energy Corporation,2014,0.000016749148468
B+,H&E Equipment Services Inc.,2014,0.000048641174033
BB-,H&E Equipment Services Inc.,2014,0.000046041755881
A-,"H&R BLOCK, INC",2014,0.000123221498782
A-,"H&R BLOCK, INC",2014,0.000127820587377
A-,"H&R BLOCK, INC",2014,0.000115818920687
A-,"H&R BLOCK, INC",2014,0.000127608504898
AA+,HALLIBURTON COMPANY,2014,0.633644406351169
AA+,HALLIBURTON COMPANY,2014,0.647543999153640
AA+,HALLIBURTON COMPANY,2014,0.654858014103627
AA+,HALLIBURTON COMPANY,2014,0.665849905852514
AA,HALLIBURTON COMPANY,2014,0.666995145945008
BB,HANESBRANDS INC.,2014,0.000044718955111
BB,HANESBRANDS INC.,2014,0.000050641514752
BB+,HANESBRANDS INC.,2014,0.000051652993989
BB+,HANESBRANDS INC.,2014,0.000053976672856
A+,"HARLEY-DAVIDSON, INC",2014,0.552840907756435
AA-,"HARLEY-DAVIDSON, INC",2014,0.559644505051533
AA-,"HARLEY-DAVIDSON, INC",2014,0.578556275773047
AA-,"HARLEY-DAVIDSON, INC",2014,0.586571943672572
BB+,HARSCO CORPORATION,2014,0.000056045827526
BB+,HARSCO CORPORATION,2014,0.000054853939636
BB+,HARSCO CORPORATION,2014,0.000049650734169
BB,HARSCO CORPORATION,2014,0.000056815607485
BBB-,"HASBRO, INC",2014,0.000175501471017
BBB-,"HASBRO, INC",2014,0.000173447933428
BBB-,"HASBRO, INC",2014,0.000177792593507
BBB-,"HASBRO, INC",2014,0.000174803407749
B+,HCA HEALTHCARE INC,2014,0.000129380667014
B+,HCA HEALTHCARE INC,2014,0.000105608795625
B+,HCA HEALTHCARE INC,2014,0.000130470205367
B+,HCA HEALTHCARE INC,2014,0.000112214868821
B-,"HCA Healthcare, Inc.",2014,0.000168489104356
B,"HCA Healthcare, Inc.",2014,0.000008040115737
B,"HCA Healthcare, Inc.",2014,0.000011735504459
A+,HERSHEY COMPANY,2014,0.000269623945208
A+,HERSHEY COMPANY,2014,0.000279826100680
A+,HERSHEY COMPANY,2014,0.000325690797814
A+,HERSHEY COMPANY,2014,0.000278738555603
A-,HESS CORPORATION,2014,0.000132120132323
A-,HESS CORPORATION,2014,0.000105344130730
A-,HESS CORPORATION,2014,0.000120891390195
BBB+,HESS CORPORATION,2014,0.000102070219981
BBB+,HESS CORPORATION,2014,0.000105723725008
BB+,HILTON WORLDWIDE HOLDINGS INC,2014,0.000037020929946
BB+,HILTON WORLDWIDE HOLDINGS INC,2014,0.000042558573967
AA-,HONEYWELL INTERNATIONAL INC,2014,0.897545787370120
AA-,HONEYWELL INTERNATIONAL INC,2014,0.897880024486784
AA-,HONEYWELL INTERNATIONAL INC,2014,0.903919413692256
AA-,HONEYWELL INTERNATIONAL INC,2014,0.909351525529568
AA-,HORMEL FOODS CORPORATION,2014,0.895778060164699
AA-,HORMEL FOODS CORPORATION,2014,0.901159527668902
AA-,HORMEL FOODS CORPORATION,2014,0.907280473639469
CCC+,"HOVNANIAN ENTERPRISES, INC",2014,0.000044554114334
CCC+,"HOVNANIAN ENTERPRISES, INC",2014,0.000049624667240
CCC+,"HOVNANIAN ENTERPRISES, INC",2014,0.000044952710742
BB,"Hanesbrands, Inc.",2014,0.000008809258511
BBB,"Hasbro, Inc.",2014,0.000038423097743
B,"Hemisphere Media Holdings, LLC",2014,0.000424900656742
B+,"Hemisphere Media Holdings, LLC",2014,0.000377098280954
B,"Hemisphere Media Holdings, LLC",2014,0.000038542238760
A,Hershey Company (The),2014,0.480667911481466
BBB,Hess Corp,2014,0.000146979289475
BBB,Hess Corp,2014,0.000158206486566
BB-,Holly Energy Partners LP,2014,0.000051839001887
AA,Honeywell International Inc.,2014,0.729338084538482
A,Hormel Foods Corp.,2014,0.000534626884248
B+,Houghton Mifflin Harcourt Publishers Inc.,2014,0.000005665644892
B+,Houghton Mifflin Harcourt Publishers Inc.,2014,0.000005754835871
CCC,"Hovnanian Enterprises, Inc.",2014,0.000003651667645
CCC,"Hovnanian Enterprises, Inc.",2014,0.000002314176080
B-,"Hovnanian Enterprises, Inc.",2014,0.000002819176948
CCC+,Hub International Limited,2014,0.000018318312845
BBB-,Humana Inc.,2014,0.000028363296064
BBB+,Hunt (J.B.) Transport Services Inc.,2014,0.000094631790097
BBB+,Hunt (J.B.) Transport Services Inc.,2014,0.000111105843668
BB+,Huntington Ingalls Industries Inc.,2014,0.000048518145361
BB,"Huntington Ingalls Industries, Inc.",2014,0.000003870541875
BB+,"Huntington Ingalls Industries, Inc.",2014,0.000003918745673
A,IDACORP Inc.,2014,0.000486853491949
A+,"IDACORP, INC",2014,0.516038489759179
A+,"IDACORP, INC",2014,0.509981612681704
A+,"IDACORP, INC",2014,0.524830346050207
AA-,"IDACORP, INC",2014,0.541614620884898
BBB+,"IDACORP, Inc.",2014,0.000212475911754
BBB+,IDEX CORPORATION,2014,0.000088920859153
BBB+,IDEX CORPORATION,2014,0.000099433309197
A-,IDEX CORPORATION,2014,0.000092102634954
A-,IDEX CORPORATION,2014,0.000112802297065
A-,IDEX CORPORATION,2014,0.000109264973305
BBB-,IDEX Corp.,2014,0.000161844175364
A+,ILLINOIS TOOL WORKS INC,2014,0.149853951305714
A+,ILLINOIS TOOL WORKS INC,2014,0.130427350889155
A+,ILLINOIS TOOL WORKS INC,2014,0.130873637808852
A+,ILLINOIS TOOL WORKS INC,2014,0.150180022420403
A-,INGREDION INCORPORATED,2014,0.000081853756803
A-,INGREDION INCORPORATED,2014,0.000078218194177
A-,INGREDION INCORPORATED,2014,0.000068007281518
A-,INGREDION INCORPORATED,2014,0.000074283685799
A+,INTEL CORPORATION,2014,0.186167945613159
A+,INTEL CORPORATION,2014,0.189093431898088
A+,INTEL CORPORATION,2014,0.186355299050138
A+,INTEL CORPORATION,2014,0.189534773928414
A+,"INTERDIGITAL, INC",2014,0.000460927064456
A+,"INTERDIGITAL, INC",2014,0.000485263425207
A+,"INTERDIGITAL, INC",2014,0.000456748009059
A+,"INTERDIGITAL, INC",2014,0.000447037493639
BBB,INTERPUBLIC GROUP OF,2014,0.000037586011591
BBB,INTERPUBLIC GROUP OF,2014,0.000042792709088
